name,selling_price,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Hyundai EON Magna Plus,190000,2014,60000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,5
Mahindra Bolero 2011-2019 SLE,500000,2013,110000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7
Maruti Swift VDI BSIV,640000,2017,110000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,5
Skoda Fabia 1.2L Diesel Elegance,340000,2011,145000,Diesel,Individual,Manual,First Owner,20.86 kmpl,1199 CC,75 bhp,5
Hyundai Elite i20 Asta Option Diesel,811000,2019,43000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.76 bhp,5
Maruti Ritz LDi,409999,2016,120000,Diesel,Individual,Manual,First Owner,23.2 kmpl,1248 CC,73.94 bhp,5
Maruti Swift Lxi BSIII,220000,2007,136000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,1298 CC,88.2 bhp,5
Tata Indica V2 DLS BSIII,170000,2013,120000,Diesel,Individual,Manual,Second Owner,17.88 kmpl,1405 CC,48.21 bhp,5
Hyundai Elite i20 Petrol Asta Option,700000,2018,25000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,5
Mahindra Scorpio S10 4WD,950000,2015,80000,Diesel,Individual,Manual,Second Owner,15.4 kmpl,2179 CC,120 bhp,7
Hyundai Accent GLS 1.6 ABS,80000,2003,40000,Petrol,Individual,Manual,Second Owner,14.4 kmpl,1599 CC,94 bhp,5
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,5
Lexus ES 300h,5150000,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,5
Jaguar XF 2.0 Diesel Portfolio,3200000,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,5
Tata Safari Storme EX,503000,2015,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,7
Volvo XC40 D4 Inscription BSIV,3800000,2019,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,5
Toyota Camry 2.5 Hybrid,2000000,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,5
Maruti Wagon R LXI,225000,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,5
Maruti Baleno Alpha 1.3,740000,2018,38817,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,5
Honda Jazz VX,550000,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,7
Maruti Swift AMT VVT VXI,650000,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5
Toyota Etios VX,625000,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,5
Maruti Swift AMT ZXI,600000,2018,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5
Hyundai Grand i10 1.2 CRDi Sportz,450000,2017,56290,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,5
BMW X4 M Sport X xDrive20d,5400000,2019,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,5
BMW X4 M Sport X xDrive20d,5500000,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,5
Honda Amaze V CVT Petrol BSIV,779000,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,5
Skoda Rapid 1.6 MPI AT Elegance,645000,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,5
Volvo V40 D3 R-Design,2475000,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,5
Maruti Swift Dzire VDI,420000,2014,120000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,5
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,899000,2018,35000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,5
Datsun GO T Petrol,459999,2019,35000,Petrol,Individual,Manual,First Owner,19.83 kmpl,1198 CC,67 bhp,5
Hyundai Verna CRDi SX ABS,150000,2008,120000,Diesel,Individual,Manual,Second Owner,18.1 kmpl,1493 CC,110 bhp,5
Renault KWID 1.0 RXT Optional,350000,2017,25000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,5
Toyota Etios GD,509999,2015,100000,Diesel,Individual,Manual,Second Owner,23.59 kmpl,1364 CC,67.05 bhp,5
Mahindra Bolero 2011-2019 Plus Non AC,500000,2013,120000,Diesel,Individual,Manual,Third Owner,15.96 kmpl,2523 CC,62.1 bhp,9
Tata Zest Revotron 1.2 XT,370000,2017,35000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,5
Maruti Alto K10 2010-2014 VXI,240000,2013,44000,Petrol,Individual,Manual,Second Owner,20.92 kmpl,998 CC,67.1 bhp,5
Hyundai i20 Asta 1.4 CRDi,530000,2015,100000,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73 bhp,5
Mahindra Scorpio S10 7 Seater,1000000,2015,133000,Diesel,Individual,Manual,Second Owner,15.4 kmpl,2179 CC,120 bhp,7
Toyota Innova Crysta 2.4 VX MT BSIV,1600000,2018,35000,Diesel,Individual,Manual,Second Owner,13.68 kmpl,2393 CC,147.8 bhp,7
Hyundai i10 Sportz,350000,2014,64000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,5
Mahindra XUV500 AT W10 FWD,1100000,2015,70000,Diesel,Individual,Automatic,First Owner,16.0 kmpl,2179 CC,140 bhp,7
Hyundai i20 1.2 Magna,220000,2011,70000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,80 bhp,5
Hyundai Grand i10 Sportz,350000,2015,100000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5
Maruti Swift LDI,370000,2013,90000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,5
Maruti Swift Dzire VXi,220000,2014,50000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1298 CC,85.8 bhp,5
Chevrolet Sail Hatchback LT ABS,200000,2013,80000,Diesel,Individual,Manual,First Owner,22.1 kmpl,1248 CC,76.9 bhp,5
Mahindra KUV 100 mFALCON D75 K4,400000,2017,50000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,6
Fiat Grande Punto 1.4 Emotion,150000,2009,55000,Petrol,Individual,Manual,First Owner,14.6 kmpl,1368 CC,88.7 bhp,5
Toyota Innova Crysta 2.7 GX AT 8 STR,1500000,2020,40000,Petrol,Individual,Automatic,First Owner,10.75 kmpl,2694 CC,163.7 bhp,8
Maruti Omni 5 Seater BSIV,130000,2011,70000,Petrol,Individual,Manual,Second Owner,14.0 kmpl,796 CC,35 bhp,5
Maruti Alto 800 LXI,185000,2013,80000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,5
Hyundai Santro Xing (Non-AC),110000,2010,80000,Petrol,Individual,Manual,Second Owner,0.0 kmpl,1086 CC,62.1 bhp,5
Mahindra Bolero 2011-2019 SLX,450000,2012,120000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7
Hyundai Grand i10 1.2 Kappa Sportz BSIV,500000,2018,20000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,81.86 bhp,5
Ford EcoSport 1.5 Petrol Ambiente BSIV,570000,2017,31596,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1497 CC,121.36 bhp,5
Mahindra XUV500 W6 2WD,650000,2013,85710,Diesel,Dealer,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7
Toyota Fortuner 3.0 Diesel,1680000,2012,129627,Diesel,Dealer,Manual,First Owner,11.5 kmpl,2982 CC,171 bhp,7
Datsun RediGO T Option,250000,2018,10000,Petrol,Individual,Manual,First Owner,22.7 kmpl,799 CC,53.64 bhp,5
Hyundai i10 Sportz,320000,2014,15000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,5
Maruti Wagon R AMT VXI,440000,2017,35000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,5
Hyundai i20 Sportz 1.2,315000,2013,49000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,82.85 bhp,5
Hyundai Santro Xing ABS,100000,2007,70000,Petrol,Individual,Manual,Third Owner,,,,
Tata Manza Aura Quadrajet,202999,2010,158000,Diesel,Individual,Manual,First Owner,18.8 kmpl,1248 CC,90 bhp,5
Hyundai EON Era,179000,2012,30000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,5
Hyundai i10 Magna 1.2 iTech SE,140000,2008,60000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,5
Maruti Zen Estilo 1.1 LXI BSIII,150000,2008,40000,Petrol,Individual,Manual,Second Owner,18.2 kmpl,1061 CC,64 bhp,5
Mahindra Bolero SLX,440000,2011,60000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,7
Ford Figo Diesel EXI,250000,2011,55130,Diesel,Dealer,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,5
Maruti Wagon R VXI BS IV,330000,2014,22000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5
Ford Figo Petrol ZXI,250000,2010,48000,Petrol,Individual,Manual,First Owner,15.6 kmpl,1196 CC,70 bhp,5
Hyundai i20 Magna,335000,2012,45000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,5
Mahindra XUV500 W4,1025000,2016,22522,Diesel,Dealer,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,7
Hyundai i20 1.2 Magna,320000,2012,51856,Petrol,Dealer,Manual,Third Owner,18.5 kmpl,1197 CC,80 bhp,5
Maruti Ciaz RS ZXi Plus,550000,2015,29434,Petrol,Individual,Manual,First Owner,20.73 kmpl,1373 CC,91.1 bhp,5
Honda WR-V i-DTEC VX,800000,2018,25000,Diesel,Individual,Manual,First Owner,25.5 kmpl,1498 CC,98.6 bhp,5
Tata Tiago 1.2 Revotron XZ,380000,2017,28000,Petrol,Individual,Manual,Second Owner,23.84 kmpl,1199 CC,84 bhp,5
Renault Duster 85PS Diesel RxL Optional,400000,2013,44500,Diesel,Individual,Manual,Second Owner,20.46 kmpl,1461 CC,83.8 bhp,5
Maruti Wagon R VXI BS IV,375000,2016,34500,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5
Honda City i-VTEC CVT ZX,1100000,2017,20000,Petrol,Individual,Automatic,First Owner,18.0 kmpl,1497 CC,117.6 bhp,5
Hyundai i20 1.2 Spotz,650000,2018,15000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5
Nissan Micra XV CVT,361000,2014,26000,Petrol,Individual,Automatic,First Owner,19.34 kmpl,1198 CC,76 bhp,5
Hyundai EON D Lite Plus,140000,2012,20000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5
Hyundai Xcent 1.2 VTVT S,550000,2019,3000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,5
Honda Amaze VX Petrol BSIV,670000,2019,20000,Petrol,Individual,Manual,First Owner,19.5 kmpl,1199 CC,88.76 bhp,5
Maruti Vitara Brezza ZDi Plus,880000,2017,25000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,950000,2018,35000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,5
Chevrolet Cruze LTZ,300000,2010,60000,Diesel,Individual,Manual,First Owner,18.3 kmpl,1991 CC,147.9 bhp,5
Honda City i-VTEC CVT VX,1150000,2017,6825,Petrol,Individual,Automatic,First Owner,18.0 kmpl,1497 CC,117.6 bhp,5
Chevrolet Cruze LTZ AT,450000,2015,155000,Diesel,Individual,Automatic,First Owner,14.81 kmpl,1998 CC,163.7 bhp,5
Maruti Eeco CNG 5 Seater AC BSIV,375000,2018,50000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,5
Maruti Ertiga BSIV VXI,600000,2016,13500,Petrol,Individual,Manual,First Owner,17.5 kmpl,1373 CC,91.1 bhp,7
Toyota Innova 2.5 V Diesel 8-seater,700000,2008,260000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,8
Hyundai Xcent 1.2 CRDi S,600000,2018,65000,Diesel,Individual,Manual,First Owner,25.4 kmpl,1186 CC,73.97 bhp,5
Mahindra Xylo H9,630000,2014,95000,Diesel,Individual,Manual,Second Owner,14.02 kmpl,2179 CC,118.3 bhp,8
Maruti Ciaz ZXi,590000,2016,40000,Petrol,Individual,Manual,Second Owner,20.73 kmpl,1373 CC,91.1 bhp,5
Hyundai Santro Era,420000,2019,30000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,5
Mitsubishi Pajero Sport 4X4 Dual Tone,1950000,2016,120000,Diesel,Individual,Manual,First Owner,13.5 kmpl,2477 CC,175.56 bhp,7
Tata New Safari Dicor EX 4X2 BS IV,541000,2013,112011,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138.1 bhp,7
Toyota Innova 2.5 G (Diesel) 7 Seater,900000,2015,125000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,7
Toyota Innova 2.5 G (Diesel) 7 Seater,900000,2015,125000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,7
Tata Manza Aura Quadrajet,250000,2009,43000,Diesel,Individual,Manual,First Owner,18.8 kmpl,1248 CC,90 bhp,5
Mahindra Bolero 2011-2019 SLE,670000,2019,53534,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7
Tata Tigor 2017-2020 XZ Plus,530000,2019,20000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,83.81 bhp,5
Chevrolet Beat Diesel LT,150000,2012,70000,Diesel,Individual,Manual,Second Owner,25.44 kmpl,936 CC,57.6 bhp,5
Mahindra XUV500 W8 2WD,550000,2013,70000,Diesel,Individual,Manual,Third Owner,15.1 kmpl,2179 CC,140 bhp,7
Mahindra Scorpio 1.99 S4 Plus,650000,2015,150000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,7
Tata Indica Vista TDI LX,180000,2012,100000,Diesel,Individual,Manual,Second Owner,19.4 kmpl,1405 CC,70 bhp,5
Mahindra Thar 4X4,585000,2015,50000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,7
Hyundai i20 Magna,345000,2013,120000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,82.85 bhp,5
Maruti Swift VDI,350000,2013,110000,Diesel,Individual,Manual,Third Owner,22.9 kmpl,1248 CC,74 bhp,5
Honda BRV i-VTEC V MT,725000,2016,140000,Petrol,Individual,Manual,First Owner,15.4 kmpl,1497 CC,117.3 bhp,7
Tata Venture EX 7 Str,250000,2012,120000,Diesel,Individual,Manual,First Owner,15.42 kmpl,1405 CC,70 bhp,7
Maruti 800 AC,45000,2002,70000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,4
Toyota Innova 2.5 E Diesel MS 8-seater,409999,2007,248119,Diesel,Individual,Manual,Fourth & Above Owner,12.8 kmpl,2494 CC,102 bhp,8
Renault KWID 1.0 RXT Optional,325000,2017,16500,Petrol,Individual,Manual,Second Owner,23.01 kmpl,999 CC,67 bhp,5
Maruti Alto K10 VXI,350000,2016,9900,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,5
Maruti Alto LXi,180000,2012,80000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,5
Fiat Linea Emotion,150000,2010,100000,Petrol,Individual,Manual,Second Owner,16.0 kmpl,1368 CC,90 bhp,5
Maruti Dzire ZXI,700000,2020,20000,Petrol,Individual,Manual,First Owner,23.26 kmpl,1197 CC,88.50 bhp,5
Maruti Ciaz ZDi Plus SHVS,795000,2016,90000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,5
Mahindra Thar CRDe,950000,2019,15000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,6
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,885000,2018,75000,Diesel,Individual,Automatic,First Owner,21.5 kmpl,1498 CC,108.5 bhp,5
Maruti Ritz LDi,160000,2011,140000,Diesel,Individual,Manual,First Owner,21.1 kmpl,1248 CC,73.9 bhp,5
Hyundai i20 1.4 CRDi Asta,300000,2012,120000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,5
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,950000,2018,75000,Diesel,Individual,Automatic,First Owner,21.5 kmpl,1498 CC,108.5 bhp,5
Maruti Ertiga VDI,549000,2015,90000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,7
Audi A3 35 TDI Premium Plus,3000000,2018,20000,Diesel,Individual,Automatic,First Owner,20.38 kmpl,1968 CC,143 bhp,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,1200000,2015,61000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,7
Renault Fluence Diesel E4,570000,2012,100000,Diesel,Individual,Manual,Second Owner,21.8 kmpl,1461 CC,78 bhp,5
Mahindra Thar CRDe,800000,2017,60000,Diesel,Individual,Manual,Second Owner,16.55 kmpl,2498 CC,105 bhp,6
Hyundai Verna CRDi SX ABS,375000,2009,100000,Diesel,Individual,Manual,First Owner,18.1 kmpl,1493 CC,110 bhp,5
Mahindra Bolero SLX,300000,2009,170000,Diesel,Individual,Manual,Third Owner,13.6 kmpl,2523 CC,63 bhp,7
Toyota Etios G,350000,2013,100000,Petrol,Individual,Manual,Second Owner,16.78 kmpl,1496 CC,88.73 bhp,5
Mahindra Bolero SLX,400000,2011,120000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,7
Volkswagen Polo 1.5 TDI Comfortline,434999,2015,50000,Diesel,Individual,Manual,First Owner,20.14 kmpl,1498 CC,88.8 bhp,5
Toyota Etios Liva G,200000,2012,120000,Petrol,Individual,Manual,Second Owner,,,,
Maruti Alto 800 LXI,260000,2015,25000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5
Maruti Swift VDI,450000,2013,24019,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,5
Hyundai Verna 1.6 SX,459999,2013,80000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,5
Maruti Ritz VDi ABS,210000,2011,100000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,5
Maruti Swift Dzire VXI,540000,2015,93000,Petrol,Individual,Manual,Second Owner,20.85 kmpl,1197 CC,83.14 bhp,5
Maruti Ertiga SHVS VDI,710000,2017,50000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,7
Maruti Alto 800 VXI,285000,2018,22000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,5
Hyundai Creta 1.4 E Plus,990000,2019,19600,Diesel,Individual,Manual,First Owner,22.1 kmpl,1396 CC,88.7 bhp,5
Tata Indigo CS eGLS BS IV,362000,2017,104000,Petrol,Individual,Manual,First Owner,15.64 kmpl,1193 CC,64.1 bhp,5
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,880000,2017,33000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,5
Mahindra TUV 300 mHAWK100 T8,700000,2017,60000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7
Mahindra Bolero 2011-2019 DI - AC BS III,600000,2016,60000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,9
Nissan Terrano XL,700000,2015,40000,Petrol,Individual,Manual,First Owner,13.24 kmpl,1598 CC,102.5 bhp,5
Tata Tiago 1.05 Revotorq XT,400000,2016,60000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,5
Hyundai Accent Executive LPG,165000,2010,80000,LPG,Individual,Manual,First Owner,13.2 km/kg,1495 CC,93.7 bhp,5
Toyota Innova 2.5 V Diesel 8-seater,350000,2007,376412,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,8
Maruti Ertiga VXI,425000,2014,80000,Petrol,Individual,Manual,Third Owner,16.02 kmpl,1373 CC,93.7 bhp,7
Hyundai Santro Xing GL Plus,180000,2012,70000,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,5
Maruti Alto K10 2010-2014 VXI,170000,2012,90000,Petrol,Individual,Manual,Third Owner,20.92 kmpl,998 CC,67.1 bhp,5
Mahindra Bolero 2011-2019 DI NON AC BS III White,370000,2014,183000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,9
Maruti Vitara Brezza VDi,800000,2018,27000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,900000,2017,35000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,5
Maruti Swift VDI,390000,2013,120000,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,5
Maruti Swift Dzire VDI,445000,2014,80000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,5
Maruti Swift Dzire VDI,459999,2014,70000,Diesel,Individual,Manual,Fourth & Above Owner,23.4 kmpl,1248 CC,74 bhp,5
Maruti Wagon R LXI DUO BS IV,275000,2013,55000,LPG,Individual,Manual,First Owner,14.4 km/kg,998 CC,61.7 bhp,5
Maruti Ritz VDi,200000,2009,120000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,5
Maruti Swift Dzire 1.2 Lxi BSIV,350000,2012,72000,Petrol,Individual,Manual,Second Owner,17.5 kmpl,1197 CC,85.8 bhp,5
Tata New Safari 4X4 EXI BSIII,95000,2007,120000,Diesel,Individual,Manual,Second Owner,12.0 kmpl,2092 CC,127 bhp,7
Toyota Etios GD,550000,2014,250000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.04 bhp,5
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,900000,2016,100000,Diesel,Individual,Manual,First Owner,13.58 kmpl,2499 CC,72.4 bhp,9
Tata Sumo Gold GX,350000,2013,120000,Diesel,Individual,Manual,Second Owner,15.3 kmpl,2956 CC,83.83 bhp,7
Nissan Micra XV CVT,325000,2015,50000,Petrol,Individual,Automatic,First Owner,19.34 kmpl,1198 CC,76 bhp,5
Hyundai Grand i10 Asta,455999,2014,32000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5
Maruti Alto STD,129000,2008,60000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5
Maruti Alto 800 LXI,254000,2017,40000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,5
Ford Ecosport 1.5 Diesel Trend,570000,2014,48000,Diesel,Individual,Manual,First Owner,21.7 kmpl,1498 CC,98.96 bhp,5
Nissan Terrano XL D Option,840000,2018,30000,Diesel,Individual,Manual,First Owner,19.87 kmpl,1461 CC,83.14 bhp,5
Tata New Safari DICOR 2.2 GX 4x2 BS IV,235000,2010,100000,Diesel,Individual,Manual,Second Owner,13.93 kmpl,2179 CC,138.1 bhp,7
Mahindra TUV 300 T6,700000,2016,50000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7
Hyundai Santro Xing ABS,140000,2010,40000,Petrol,Individual,Manual,Second Owner,,,,
Hyundai Grand i10 1.2 Kappa Sportz Option,528000,2018,5000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,5
Jeep Compass 2.0 Limited Option,1500000,2017,12000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,5
Mahindra Bolero 2011-2019 DI - AC BS III,560000,2016,72000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,9
Mahindra Bolero 2011-2019 DI - AC BS III,600000,2016,70000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,9
Chevrolet Aveo U-VA 1.2 LS,102000,2007,50000,Petrol,Individual,Manual,Second Owner,15.26 kmpl,1150 CC,74.9 bhp,5
Mahindra XUV500 W8 AWD,750000,2014,70000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,7
Chevrolet Aveo U-VA 1.2,148000,2010,70000,Petrol,Individual,Manual,Third Owner,14.7 kmpl,1150 CC,76 bhp,5
Maruti Baleno Alpha 1.2,650000,2015,50000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5
Volkswagen Polo Petrol Trendline 1.2L,310000,2012,40000,Petrol,Individual,Manual,First Owner,16.47 kmpl,1198 CC,73.9 bhp,5
Hyundai Xcent 1.2 Kappa S,480000,2014,30000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,82 bhp,5
Maruti Alto 800 VXI,320000,2018,15000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,5
Honda City i VTEC VX,750000,2015,40000,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,5
Nissan Micra Active XL Petrol,370000,2017,40000,Petrol,Individual,Manual,First Owner,19.49 kmpl,1198 CC,67.04 bhp,5
Maruti Swift ZXI,320000,2013,60000,Petrol,Individual,Manual,Fourth & Above Owner,18.6 kmpl,1197 CC,85.8 bhp,5
Maruti Swift ZXI,420000,2013,67000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,85.8 bhp,5
Maruti Swift Dzire VXi,240000,2010,60000,Petrol,Individual,Manual,Second Owner,17.5 kmpl,1298 CC,85.8 bhp,5
Datsun RediGO 1.0 S,220000,2017,60000,Petrol,Individual,Manual,First Owner,22.5 kmpl,999 CC,67 bhp,5
Tata Tiago 1.2 Revotron XM,350000,2016,30000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,5
Honda Amaze VX i-DTEC,675000,2018,40000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,5
Toyota Etios Cross 1.2L G,434999,2016,50000,Petrol,Individual,Manual,Second Owner,18.16 kmpl,1197 CC,78.8 bhp,5
Honda CR-V 2.0L 2WD AT,125000,2006,200000,Petrol,Individual,Automatic,Third Owner,13.1 kmpl,1997 CC,141.1 bhp,5
